attributes.biome-name,attributes.lineage,attributes.samples-count,id,links.self,relationships.children.links.related,relationships.genomes.links.related,relationships.samples.links.related,relationships.studies.links.related,type
Drinking water,root:Environmental:Aquatic:Freshwater:Drinking water,148,root:Environmental:Aquatic:Freshwater:Drinking water,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Drinking%20water,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Drinking%20water/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Drinking%20water/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Drinking%20water/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Drinking%20water/studies,biomes
Chlorinated,root:Environmental:Aquatic:Freshwater:Drinking water:Chlorinated,0,root:Environmental:Aquatic:Freshwater:Drinking water:Chlorinated,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Drinking%20water:Chlorinated,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Drinking%20water:Chlorinated/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Drinking%20water:Chlorinated/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Drinking%20water:Chlorinated/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Drinking%20water:Chlorinated/studies,biomes
Delivery networks,root:Environmental:Aquatic:Freshwater:Drinking water:Delivery networks,94,root:Environmental:Aquatic:Freshwater:Drinking water:Delivery networks,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Drinking%20water:Delivery%20networks,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Drinking%20water:Delivery%20networks/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Drinking%20water:Delivery%20networks/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Drinking%20water:Delivery%20networks/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Drinking%20water:Delivery%20networks/studies,biomes
Groundwater,root:Environmental:Aquatic:Freshwater:Groundwater,740,root:Environmental:Aquatic:Freshwater:Groundwater,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater/studies,biomes
Acid Mine Drainage,root:Environmental:Aquatic:Freshwater:Groundwater:Acid Mine Drainage,52,root:Environmental:Aquatic:Freshwater:Groundwater:Acid Mine Drainage,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Acid%20Mine%20Drainage,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Acid%20Mine%20Drainage/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Acid%20Mine%20Drainage/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Acid%20Mine%20Drainage/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Acid%20Mine%20Drainage/studies,biomes
Biofilm,root:Environmental:Aquatic:Freshwater:Groundwater:Biofilm,968,root:Environmental:Aquatic:Freshwater:Groundwater:Biofilm,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Biofilm,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Biofilm/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Biofilm/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Biofilm/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Biofilm/studies,biomes
Cave water,root:Environmental:Aquatic:Freshwater:Groundwater:Cave water,7,root:Environmental:Aquatic:Freshwater:Groundwater:Cave water,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Cave%20water,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Cave%20water/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Cave%20water/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Cave%20water/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Cave%20water/studies,biomes
Coalbed water,root:Environmental:Aquatic:Freshwater:Groundwater:Coalbed water,0,root:Environmental:Aquatic:Freshwater:Groundwater:Coalbed water,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Coalbed%20water,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Coalbed%20water/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Coalbed%20water/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Coalbed%20water/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Coalbed%20water/studies,biomes
Contaminated,root:Environmental:Aquatic:Freshwater:Groundwater:Contaminated,248,root:Environmental:Aquatic:Freshwater:Groundwater:Contaminated,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Contaminated,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Contaminated/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Contaminated/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Contaminated/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Contaminated/studies,biomes
Mine,root:Environmental:Aquatic:Freshwater:Groundwater:Mine,0,root:Environmental:Aquatic:Freshwater:Groundwater:Mine,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Mine,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Mine/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Mine/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Mine/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Mine/studies,biomes
Mine drainage,root:Environmental:Aquatic:Freshwater:Groundwater:Mine drainage,12,root:Environmental:Aquatic:Freshwater:Groundwater:Mine drainage,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Mine%20drainage,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Mine%20drainage/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Mine%20drainage/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Mine%20drainage/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Groundwater:Mine%20drainage/studies,biomes
Ice,root:Environmental:Aquatic:Freshwater:Ice,91,root:Environmental:Aquatic:Freshwater:Ice,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Ice,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Ice/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Ice/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Ice/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Ice/studies,biomes
Glacial lake,root:Environmental:Aquatic:Freshwater:Ice:Glacial lake,99,root:Environmental:Aquatic:Freshwater:Ice:Glacial lake,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Ice:Glacial%20lake,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Ice:Glacial%20lake/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Ice:Glacial%20lake/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Ice:Glacial%20lake/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Ice:Glacial%20lake/studies,biomes
Glacier,root:Environmental:Aquatic:Freshwater:Ice:Glacier,166,root:Environmental:Aquatic:Freshwater:Ice:Glacier,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Ice:Glacier,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Ice:Glacier/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Ice:Glacier/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Ice:Glacier/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Ice:Glacier/studies,biomes
Ice accretions,root:Environmental:Aquatic:Freshwater:Ice:Ice accretions,0,root:Environmental:Aquatic:Freshwater:Ice:Ice accretions,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Ice:Ice%20accretions,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Ice:Ice%20accretions/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Ice:Ice%20accretions/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Ice:Ice%20accretions/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Ice:Ice%20accretions/studies,biomes
Lake,root:Environmental:Aquatic:Freshwater:Lake,2986,root:Environmental:Aquatic:Freshwater:Lake,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lake,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lake/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lake/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lake/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lake/studies,biomes
Lentic,root:Environmental:Aquatic:Freshwater:Lentic,44,root:Environmental:Aquatic:Freshwater:Lentic,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic/studies,biomes
Epilimnion,root:Environmental:Aquatic:Freshwater:Lentic:Epilimnion,0,root:Environmental:Aquatic:Freshwater:Lentic:Epilimnion,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic:Epilimnion,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic:Epilimnion/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic:Epilimnion/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic:Epilimnion/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic:Epilimnion/studies,biomes
Hypolimnion,root:Environmental:Aquatic:Freshwater:Lentic:Hypolimnion,0,root:Environmental:Aquatic:Freshwater:Lentic:Hypolimnion,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic:Hypolimnion,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic:Hypolimnion/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic:Hypolimnion/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic:Hypolimnion/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic:Hypolimnion/studies,biomes
Limnetic zone,root:Environmental:Aquatic:Freshwater:Lentic:Limnetic zone,0,root:Environmental:Aquatic:Freshwater:Lentic:Limnetic zone,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic:Limnetic%20zone,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic:Limnetic%20zone/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic:Limnetic%20zone/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic:Limnetic%20zone/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic:Limnetic%20zone/studies,biomes
Littoral zone,root:Environmental:Aquatic:Freshwater:Lentic:Littoral zone,0,root:Environmental:Aquatic:Freshwater:Lentic:Littoral zone,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic:Littoral%20zone,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic:Littoral%20zone/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic:Littoral%20zone/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic:Littoral%20zone/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic:Littoral%20zone/studies,biomes
Sediment,root:Environmental:Aquatic:Freshwater:Lentic:Sediment,841,root:Environmental:Aquatic:Freshwater:Lentic:Sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic:Sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic:Sediment/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic:Sediment/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic:Sediment/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lentic:Sediment/studies,biomes
Lotic,root:Environmental:Aquatic:Freshwater:Lotic,154,root:Environmental:Aquatic:Freshwater:Lotic,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic/studies,biomes
Acidic,root:Environmental:Aquatic:Freshwater:Lotic:Acidic,1,root:Environmental:Aquatic:Freshwater:Lotic:Acidic,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Acidic,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Acidic/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Acidic/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Acidic/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Acidic/studies,biomes
Low land river systems,root:Environmental:Aquatic:Freshwater:Lotic:Low land river systems,78,root:Environmental:Aquatic:Freshwater:Lotic:Low land river systems,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Low%20land%20river%20systems,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Low%20land%20river%20systems/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Low%20land%20river%20systems/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Low%20land%20river%20systems/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Low%20land%20river%20systems/studies,biomes
Microbial mats,root:Environmental:Aquatic:Freshwater:Lotic:Microbial mats,5,root:Environmental:Aquatic:Freshwater:Lotic:Microbial mats,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Microbial%20mats,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Microbial%20mats/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Microbial%20mats/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Microbial%20mats/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Microbial%20mats/studies,biomes
Mid stream,root:Environmental:Aquatic:Freshwater:Lotic:Mid stream,1,root:Environmental:Aquatic:Freshwater:Lotic:Mid stream,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Mid%20stream,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Mid%20stream/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Mid%20stream/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Mid%20stream/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Mid%20stream/studies,biomes
Sediment,root:Environmental:Aquatic:Freshwater:Lotic:Sediment,315,root:Environmental:Aquatic:Freshwater:Lotic:Sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Sediment/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Sediment/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Sediment/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Sediment/studies,biomes
Microbialites,root:Environmental:Aquatic:Freshwater:Microbialites,0,root:Environmental:Aquatic:Freshwater:Microbialites,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Microbialites,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Microbialites/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Microbialites/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Microbialites/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Microbialites/studies,biomes
Pond,root:Environmental:Aquatic:Freshwater:Pond,12,root:Environmental:Aquatic:Freshwater:Pond,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Pond,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Pond/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Pond/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Pond/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Pond/studies,biomes
Sediment,root:Environmental:Aquatic:Freshwater:Pond:Sediment,94,root:Environmental:Aquatic:Freshwater:Pond:Sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Pond:Sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Pond:Sediment/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Pond:Sediment/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Pond:Sediment/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Pond:Sediment/studies,biomes
Sediment,root:Environmental:Aquatic:Freshwater:Sediment,470,root:Environmental:Aquatic:Freshwater:Sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Sediment/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Sediment/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Sediment/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Sediment/studies,biomes
Storm water,root:Environmental:Aquatic:Freshwater:Storm water,63,root:Environmental:Aquatic:Freshwater:Storm water,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Storm%20water,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Storm%20water/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Storm%20water/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Storm%20water/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Storm%20water/studies,biomes
Drainage pipe biofilm,root:Environmental:Aquatic:Freshwater:Storm water:Drainage pipe biofilm,9,root:Environmental:Aquatic:Freshwater:Storm water:Drainage pipe biofilm,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Storm%20water:Drainage%20pipe%20biofilm,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Storm%20water:Drainage%20pipe%20biofilm/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Storm%20water:Drainage%20pipe%20biofilm/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Storm%20water:Drainage%20pipe%20biofilm/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Storm%20water:Drainage%20pipe%20biofilm/studies,biomes
Subglacial lake,root:Environmental:Aquatic:Freshwater:Subglacial lake,0,root:Environmental:Aquatic:Freshwater:Subglacial lake,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Subglacial%20lake,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Subglacial%20lake/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Subglacial%20lake/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Subglacial%20lake/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Subglacial%20lake/studies,biomes
Wetlands,root:Environmental:Aquatic:Freshwater:Wetlands,2,root:Environmental:Aquatic:Freshwater:Wetlands,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands/studies,biomes
